true_theta,est_target,est_t,est_r,est_sda,est_a,est_ratio
"{'a': 2.8907142815845748, 'z': 0.482883367030002, 't': 1.2642722051368993, 'p_target': 4.209822459140341, 'p_outer': -4.209822459140341, 'p_inner': 4.209822459140341, 'r': 0.021123329192567587, 'sda': 2.0792665149990834, 'ratio': 98.43460261608242}",2.611,1.23,0.015,1.893,2.937,"<xarray.DataArray ()> Size: 8B
array(126.38424352)"
"{'a': 1.369473919727936, 'z': 0.7533401752708356, 't': 0.9666810072011409, 'p_target': 3.4486129979476043, 'p_outer': -3.4486129979476043, 'p_inner': -3.4486129979476043, 'r': 0.01306985794946431, 'sda': 2.09314703538653, 'ratio': 160.15071039638354}",4.235,0.962,0.04,2.521,1.418,"<xarray.DataArray ()> Size: 8B
array(69.86703094)"
"{'a': 1.871240025362397, 'z': 0.18929172094701727, 't': 1.6994735973613846, 'p_target': 2.541758763401278, 'p_outer': -2.541758763401278, 'p_inner': -2.541758763401278, 'r': 0.02898543902054731, 'sda': 1.641351552668954, 'ratio': 56.626761854647995}",2.3,1.618,0.031,2.9,2.931,"<xarray.DataArray ()> Size: 8B
array(95.53711484)"
"{'a': 1.3668678875461093, 'z': 0.7013919305653764, 't': 0.9440500764661272, 'p_target': 5.248022390174771, 'p_outer': 5.248022390174771, 'p_inner': 5.248022390174771, 'r': 0.044709142965112254, 'sda': 2.3864831874957044, 'ratio': 53.37796766442026}",5.235,0.34,0.039,2.159,2.562,"<xarray.DataArray ()> Size: 8B
array(57.64587368)"
