true_theta,est_target,est_t,est_r,est_sda,est_a,est_ratio
"{'a': 2.02338414656835, 'z': 0.8137327366213677, 't': 1.9266466282599495, 'p_target': 3.423087510166649, 'p_outer': 3.423087510166649, 'p_inner': 3.423087510166649, 'r': 0.04825190047744581, 'sda': 2.56417563396902, 'ratio': 53.14144331304799}",5.416,1.908,0.011,1.454,2.444,"<xarray.DataArray ()> Size: 8B
array(136.28345367)"
"{'a': 2.270131157282409, 'z': 0.14406115930961105, 't': 0.1114363275560514, 'p_target': 3.4331850321354933, 'p_outer': -3.4331850321354933, 'p_inner': 3.4331850321354933, 'r': 0.019118545321435306, 'sda': 2.422881661915299, 'ratio': 126.72939395649603}",3.919,0.121,0.033,2.524,2.156,"<xarray.DataArray ()> Size: 8B
array(81.77808878)"
"{'a': 1.0974672619939636, 'z': 0.6945162994642973, 't': 0.9143883425580089, 'p_target': 4.084703365722448, 'p_outer': 4.084703365722448, 'p_inner': 4.084703365722448, 'r': 0.03713796909864904, 'sda': 2.5272425445490017, 'ratio': 68.05010090443892}",4.92,0.769,0.02,2.818,1.594,"<xarray.DataArray ()> Size: 8B
array(173.57828222)"
"{'a': 0.8553214468965225, 'z': 0.47736009315194317, 't': 0.9744118173129676, 'p_target': 4.652749658704504, 'p_outer': -4.652749658704504, 'p_inner': 4.652749658704504, 'r': 0.04410233588918015, 'sda': 2.598805143227716, 'ratio': 58.926700611912345}",2.157,0.975,0.011,2.284,0.837,"<xarray.DataArray ()> Size: 8B
array(202.30133503)"
