true_theta,est_target,est_t,est_r,est_sda,est_a,est_ratio
"{'a': 1.1979427833351786, 'z': 0.680922897654355, 't': 1.2643383405452226, 'p_target': 2.9588002624254504, 'p_outer': -2.9588002624254504, 'p_inner': 2.9588002624254504, 'r': 0.010021203895980194, 'sda': 2.3826669828889355, 'ratio': 237.7625490530828}",2.368,1.271,0.012,2.238,1.193,"<xarray.DataArray ()> Size: 8B
array(189.09712334)"
"{'a': 2.201289256391103, 'z': 0.1984802468783829, 't': 1.2384930484410397, 'p_target': 5.275087105264957, 'p_outer': 5.275087105264957, 'p_inner': 5.275087105264957, 'r': 0.017629151079287815, 'sda': 2.315642635351756, 'ratio': 131.3530427493111}",5.265,0.027,0.018,2.39,3.0,"<xarray.DataArray ()> Size: 8B
array(135.25615227)"
"{'a': 1.6936684335333163, 'z': 0.2439614460322015, 't': 1.435552201416083, 'p_target': 5.252209350890224, 'p_outer': 5.252209350890224, 'p_inner': -5.252209350890224, 'r': 0.04269703926417583, 'sda': 2.2194960980034075, 'ratio': 51.982435697025835}",3.665,1.431,0.047,2.444,1.675,"<xarray.DataArray ()> Size: 8B
array(52.87550818)"
"{'a': 2.857962133793079, 'z': 0.32128686670449924, 't': 1.3731097077138232, 'p_target': 5.084762822760821, 'p_outer': -5.084762822760821, 'p_inner': 5.084762822760821, 'r': 0.02074776950212069, 'sda': 1.0338892472416257, 'ratio': 49.83134438311303}",3.422,0.147,0.032,1.405,2.941,"<xarray.DataArray ()> Size: 8B
array(48.74508633)"
